song,album,year,bpm,duration,vocal,harmony,database_url,official_youtube,harmony_youtube,instruments,guitar1_youtube,guitar2_youtube,bass_youtube,instrumental_youtube,bass_tab,spotify,lyrics,lyrics_chord
Magical Mystery Tour,Magical Mystery Tour,1967,166.0,171781,Paul,John・George,https://beatlesdata.info/9/01_magicalmysterytour.html,yI-xkGwygoM,CZhSVFNUiCo,,,,,y1XE6ywMUSE,https://www.songsterr.com/a/wsa/beatles-magical-mystery-tour-bass-tab-s61434,0qHMhBZqYb99yhX9BHcIkV,"[Roll up! Roll up for the magical mystery tour!<br>Step right this way!]<br><br>Roll up, roll up for the mystery tour<br>Roll up, roll up for the mystery tour<br>Roll up (And that's an invitation), roll up for the mystery tour<br>Roll up (To make a reservation), roll up for the mystery tour<br>The magical mystery tour is waiting to take you away<br>Waiting to take you away<br><br>Roll up, roll up for the mystery tour<br>Roll up, roll up for the mystery tour<br>Roll up (We've got everything you need), roll up for the mystery tour<br>Roll up (Satisfaction guaranteed), roll up for the mystery tour<br>The magical mystery tour is hoping to take you away<br>Hoping to take you away<br><br>Mystery trip<br><br>Aaaah... the magical mystery tour<br>Roll up, roll up for the mystery tour<br>Roll up (And that's an invitation), roll up for the mystery tour<br>Roll up (To make a reservation), roll up for the mystery tour<br>The magical mystery tour is coming to take you away<br>Coming to take you away<br>The magical mystery tour is dying to take you away<br>Dying to take you away, take you today",
The Fool On The Hill,Magical Mystery Tour,1967,73.0,180088,Paul,,https://beatlesdata.info/9/02_thefoolonthehill.html,D5IXKovZ8QQ,,,,,,,,6rHh8urosEFRI67xVa6fzU,"Day after day, alone on a hill<br>The man with the foolish grin is keeping perfectly still<br>But nobody wants to know him<br>They can see that he's just a fool<br>And he never gives an answer<br><br>But the fool on the hill<br>Sees the sun going down<br>And the eyes in his head<br>See the world spinning 'round<br><br>Well on the way, head in a cloud<br>The man of a thousand voices talking perfectly loud<br>But nobody ever hears him<br>Or the sound he appears to make<br>And he never seems to notice<br><br>But the fool on the hill<br>Sees the sun going down<br>And the eyes in his head<br>See the world spinning 'round<br><br>And nobody seems to like him<br>They can tell what he wants to do<br>And he never shows his feelings<br><br>But the fool on the hill<br>Sees the sun going down<br>And the eyes in his head<br>See the world spinning 'round<br><br>He never listens to them<br>He knows that they're the fools<br>They don't like him<br><br>The fool on the hill<br>Sees the sun going down<br>And the eyes in his head<br>See the world spinning 'round",
Flying,Magical Mystery Tour,1967,93.0,136907,-,,https://beatlesdata.info/9/03_flying.html,Z1ONJQLdZrk,,,,,,SyH8KlgBuvw,https://www.songsterr.com/a/wsa/beatles-flying-bass-tab-s22767,1itLKsCWHtLnxALkgBk1Fa,-,
Blue Jay Way,Magical Mystery Tour,1967,74.0,236617,George,John・Paul,https://beatlesdata.info/9/04_bluejayway.html,Coz0TmK2ZIg,,,,,,,https://www.songsterr.com/a/wsa/beatles-blue-jay-way-bass-tab-s26388,0QIX9BS0AUCQcHYvyrsMkV,"There\'s a fog upon L.A.,<br>And my friends have lost their way.<br>""We\'ll be over soon,"" they said.<br>Now they\'ve lost themselves instead<br><br>Please don\'t be long<br>Please don\'t you be very long<br>Please don\'t be long for I may be asleep<br><br>Well, it only goes to show<br>And I told them where to go<br>Ask a policeman on the street<br>There\'s so many there to meet<br><br>Please don\'t be long<br>Please don\'t you be very long<br>Please don\'t be long for I may be asleep<br><br>Now it\'s past my bed I know<br>And I\'d really like to go<br>Soon will be the break of day<br>Sitting here in Blue Jay Way<br><br>Please don\'t be long<br>Please don\'t you be very long<br>Please don\'t be long for I may be asleep<br><br>Please don\'t be long<br>Please don\'t you be very long<br>Please don\'t be long<br><br>Please don\'t be long<br>Please don\'t you be very long<br>Please don\'t be long<br><br>Please don\'t be long<br>Please don\'t you be very long<br>Please don\'t be long<br><br>Don\'t be long, don\'t be long, don\'t be long<br>Don\'t be long, don\'t be long, don\'t be long",
Your Mother Should Know,Magical Mystery Tour,1967,118.0,149524,Paul,John・George,https://beatlesdata.info/9/05_yourmothershouldknow.html,tCXsFjzMKdc,,,,,,,https://www.songsterr.com/a/wsa/beatles-your-mother-should-know-bass-tab-s31808,1dxbAIfCASqv6jix2R1Taj,"Let's all get up and dance to a song<br>That was a hit before your mother was born<br>Though she was born a long, long time ago<br>Your mother should know (Your mother should...)<br>Your mother should know (...know)<br>Sing it again<br>Let's all get up and dance to a song<br>That was a hit before your mother was born<br>Though she was born a long, long time ago<br>Your mother should know (Your mother should...)<br>Your mother should know (...know)<br><br>Lift up your hearts and sing me a song<br>That was a hit before your mother was born<br>Though she was born a long, long time ago<br>Your mother should know (Your mother should...)<br>Your mother should know (...aaaaah)<br>Your mother should know (Your mother should...)<br>Your mother should know (...aaaaah)<br><br>Sing it again<br>Da da da da...<br>Though she was born a long, long time ago<br>Your mother should know (Your mother should...)<br>Your mother should know (...know)<br>Your mother should know (Your mother should...)<br>Your mother should know (...know)<br>Your mother should know (Your mother should...)<br>Your mother should know (...know)",
I Am The Walrus,Magical Mystery Tour,1967,82.0,277002,John,,https://beatlesdata.info/9/06_iamthewalrus.html,dqOFHyQHEF4,,ストラト・4001・エレピ・ストリングス・ブラス,,,,,https://www.songsterr.com/a/wsa/beatles-i-am-the-walrus-bass-tab-s22786,6Pq9MmkDQYZiiCDpxnvrf6,"I am he<br>As you are he<br>As you are me<br>And we are all together<br><br>See how they run<br>Like pigs from a gun<br>See how they fly<br>I'm crying<br><br>Sitting on a cornflake<br>Waiting for the van to come<br>Corporation tee shirt<br>Stupid bloody Tuesday<br>Man, you been a naughty boy<br>You let your face grow long<br><br>I am the eggman (Ooh)<br>They are the eggmen, (Ooh)<br>I am the walrus<br>Goo goo g' joob<br><br>Mister city p'liceman sitting pretty<br>Little p'licemen in a row<br>See how they fly<br>Like Lucy in the sky<br>See how they run<br>I'm crying<br>I'm crying, I'm crying, I'm crying<br><br>Yellow matter custard<br>Dripping from a dead dog's eye<br>Crabalocker fishwife pornographic priestess<br>Boy you been a naughty girl<br>You let your knickers down<br><br>I am the eggman (Ooh)<br>They are the eggmen (Ooh)<br>I am the walrus<br>Goo goo g' joob<br><br>Sitting in an English<br>Garden waiting for the sun<br>If the sun don't come<br>You get a tan from standing in the English rain<br><br>I am the eggman<br>They are the eggmen<br>I am the walrus<br>Goo goo g' joob g' goo goo g' joob<br><br>Expert texpert choking smokers<br>Don't you think the joker laughs at you?<br>See how they smile<br>Like pigs in a sty, see how they snied<br>I'm crying<br><br>Semolina pilchards<br>Climbing up the Eiffel Tower<br>Element'ry penguin singing Hare Krishna<br>Man, you should have seen them kicking Edgar Allan Poe<br><br>I am the eggman (Ooh)<br>They are the eggmen (Ooh)<br>I am the walrus<br>Goo goo g' joob<br>Goo goo g' joob<br>G' goo goo g' joob<br>Goo goo g' joob, goo goo g' goo g' goo goo g' joob joob<br>Joob joob...",
"Hello, Goodbye",Magical Mystery Tour,1967,99.0,211408,Paul,John・George,https://beatlesdata.info/9/07_hellogoodbye.html,CToVFxr6KVU,,,,,Jd_u1etb9II,SzHn3SLE6KI,https://www.songsterr.com/a/wsa/beatles-hello-goodbye-bass-tab-s22778,0vZ97gHhemKm6c64hTfJNA,"You say yes, I say no<br>You say stop and I say go go go, oh no<br>You say goodbye and I say hello<br>Hello hello<br>I don't know why you say goodbye, I say hello<br>Hello hello<br>I don't know why you say goodbye, I say hello<br><br>I say high, you say low<br>You say why and I say I don't know, oh no<br>You say goodbye and I say hello<br>(Hello goodbye hello goodbye) Hello hello<br>(Hello goodbye) I don't know why you say goodbye, I say hello<br>(Hello goodbye hello goodbye) Hello hello<br>(Hello goodbye) I don't know why you say goodbye<br>(Hello goodbye) I say hello/goodbye<br><br>Why why why why why why do you say goodbye goodbye, oh no?<br><br>You say goodbye and I say hello<br>Hello hello<br>I don't know why you say goodbye, I say hello<br>Hello hello<br>I don't know why you say goodbye, I say hello<br><br>You say yes (I say yes) I say no (But I may mean no)<br>You say stop (I can stay) and I say go go go (Till it's time to go), oh<br>Oh no<br>You say goodbye and I say hello<br>Hello hello<br>I don't know why you say goodbye, I say hello<br>Hello hello<br>I don't know why you say goodbye, I say hello<br>Hello hello<br>I don't know why you say goodbye, I say hello hello<br><br>Hela heba helloa<br>Hela heba helloa, cha cha cha<br>Hela heba helloa, wooo<br>Hela heba helloa, hela<br>Hela heba helloa, cha cha cha<br>Hela heba helloa, wooo<br>Hela heba helloa, cha cah cah",
Strawberry Fields Forever,Magical Mystery Tour,1967,0.0,250435,John,Paul,https://beatlesdata.info/9/08_strawberryfieldsforever.html,jTrCFsjKix0,,,,,,,https://www.songsterr.com/a/wsa/beatles-strawberry-fields-forever-bass-tab-s474133,3Am0IbOxmvlSXro7N5iSfZ,"Let me take you down, 'cause I'm going to Strawberry Fields<br>Nothing is real and nothing to get hung about<br>Strawberry Fields forever<br><br>Living is easy with eyes closed<br>Misunderstanding all you see<br>It's getting hard to be someone but it all works out<br>It doesn't matter much to me<br>Let me take you down, cause I'm going to Strawberry Fields<br>Nothing is real and nothing to get hung about<br>Strawberry Fields forever<br><br>No one I think is in my tree<br>I mean it must be high or low<br>That is you can't you know tune in but it's all right<br>That is I think it's not too bad<br>Let me take you down, cause I'm going to Strawberry Fields<br>Nothing is real and nothing to get hung about<br>Strawberry Fields forever<br><br>Always know, sometimes think it's me<br>But you know, I know when it's a dream<br>I think a ""No,"" I mean a ""Yes""<br>But it's all wrong<br>That is, I think I disagree<br><br>Let me take you down, cause I'm going to Strawberry Fields<br>Nothing is real and nothing to get hung about<br>Strawberry Fields forever<br>Strawberry Fields forever<br>Strawberry Fields forever",
Penny Lane,Magical Mystery Tour,1967,113.0,183301,Paul,John・George,https://beatlesdata.info/9/09_pennylane.html,QinRxI6D7KM,Sj4tcbX5tbg,,,,Iz3J6rdQ8kA,UvLeX2n8-Fw,https://www.songsterr.com/a/wsa/beatles-penny-lane-bass-tab-s2646,1h04XMpzGzmAudoI6VHBgA,"In Penny Lane there is a barber showing photographs<br>Of every head he's had the pleasure to have known<br>And all the people that come and go<br>Stop and say hello<br><br>On the corner is a banker with a motorcar<br>The little children laugh at him behind his back<br>And the banker never wears a mac<br>In the pouring rain, very strange<br><br>Penny Lane is in my ears and in my eyes<br>There beneath the blue suburban skies<br>I sit, and meanwhile back<br><br>In Penny Lane there is a fireman with an hourglass<br>And in his pocket is a portrait of the queen<br>He likes to keep his fire engine clean<br>It's a clean machine<br><br>Penny Lane is in my ears and in my eyes<br>A four of fish and finger pies<br>In summer, meanwhile back<br><br>Behind the shelter in the middle of a roundabout<br>The pretty nurse is selling poppies from a tray<br>And though she feels as if she's in a play<br>She is anyway<br><br>In Penny Lane the barber shaves another customer<br>We see the banker sitting waiting for a trim<br>And then the fireman rushes in<br>From the pouring rain, very strange<br><br>Penny Lane is in my ears and in my eyes<br>There beneath the blue suburban skies<br>I sit, and meanwhile back<br>Penny Lane is in my ears and in my eyes<br>There beneath the blue suburban skies<br>Penny Lane",
Baby You're A Rich Man,Magical Mystery Tour,1967,0.0,183719,John,Paul・George,https://beatlesdata.info/9/10_babyyourearichman.html,i5m-sgtwFck,,,,,lGFB18QI09s,,https://www.songsterr.com/a/wsa/beatles-baby-youre-a-rich-man-bass-tab-s2562,0JBvtprXP2Z0LP3jmzA7Xp,"How does it feel to be<br>One of the beautiful people?<br>Now that you know who you are.<br>What do you want to be?<br>And have you travelled very far?<br>Far as the eyes can see<br><br>How does it feel to be<br>One of the beautiful people?<br>How often have you been there?<br>Often enough to know<br>What did you see when you were there?<br>Nothing that doesn't show<br>Baby you're a rich man<br>Baby you're a rich man<br>Baby you're a rich man too<br>You keep all your money in a big brown bag inside a zoo<br>What a thing to do<br>Baby you're a rich man<br>Baby you're a rich man<br>Baby you're a rich man too<br><br>How does it feel to be<br>One of the beautiful people?<br>Tuned to a natural E<br>Happy to be that way<br>Now that you've found another key<br>What are you going to play?<br>Baby you're a rich man<br>Baby you're a rich man<br>Baby you're a rich man too<br>You keep all your money in a big brown bag inside a zoo<br>What a thing to do<br>Baby, baby you're a rich man<br>Baby you're a rich man<br>Baby you're a rich man too<br>Baby you're a rich man<br>Baby you're a rich man<br>Baby, baby you're a rich man too (fade out)",
All You Need Is Love,Magical Mystery Tour,1967,0.0,228336,John,Paul・George,https://beatlesdata.info/9/11_allyouneedislove.html,skWADIaTTv4,ycnO4hh84iU,,,,bzkKv73Ro8I,ycnO4hh84iU,,68BTFws92cRztMS1oQ7Ewj,"Love, love, love<br>Love, love, love<br>Love, love, love<br><br>There's nothing you can do that can't be done<br>Nothing you can sing that can't be sung<br>Nothing you can say but you can learn how to play the game<br>It's easy<br><br>Nothing you can make that can't be made<br>No one you can save that can't be saved<br>Nothing you can do but you can learn how to be you in time<br>It's easy<br><br>All you need is love<br>All you need is love<br>All you need is love, love<br>Love is all you need<br><br>Love, love, love<br>Love, love, love<br>Love, love, love<br><br>All you need is love<br>All you need is love<br>All you need is love, love<br>Love is all you need<br><br>Nothing you can know that isn't known<br>Nothing you can see that isn't shown<br>Nowhere you can be that isn't where you're meant to be<br>It's easy<br><br>All you need is love<br>All you need is love<br>All you need is love, love<br>Love is all you need<br><br>All you need is love (All together, now!)<br>All you need is love (Everybody!)<br>All you need is love, love<br>Love is all you need<br>Love is all you need (Love is all you need)<br>Love is all you need (Love is all you need)<br>Love is all you need (Love is all you need)<br>Love is all you need (Love is all you need)<br>Love is all you need (Love is all you need)<br>Love is all you need (Love is all you need)<br>Love is all you need (Love is all you need)<br>Love is all you need (Love is all you need)<br>Love is all you need (Love is all you need)<br>Love is all you need (Love is all you need)<br>Love is all you need (Love is all you need)<br>Yee-hai! (Love is all you need)<br>Love is all you need (Love is all you need)<br><br>Yesterday (Love is all you need)<br>Love is all you need (Love is all you need)<br>Love is all you need (Love is all you need)<br>Love is all you need (Love is all you need)<br>Oh yeah! (Love is all you need)<br>She loves you, yeah yeah yeah (Love is all you need)<br>She loves you, yeah yeah yeah (Love is all you need)",
Back In The U.S.S.R.,The Beatles,1968,143.0,163369,Paul,John・George,https://beatlesdata.info/10/01_backintheussr.html,nS5_EQgbuLc,BVwbpJslLLg,カジノ・ストラト・4001・ピアノ,,,,81qwoHIvDxI,https://www.songsterr.com/a/wsa/beatles-back-in-the-ussr-bass-tab-s22724,0j3p1p06deJ7f9xmJ9yG22,"Oh, flew in by Miami Beach B.O.A.C.<br>Didn't get to bed last night<br>On the way the paper bag was on my knee<br>Man I had a dreadful flight<br><br>I'm back in the U.S.S.R.<br>You don't know how lucky you are boy<br>Back in the U.S.S.R. (Yeah)<br><br>Been away so long I hardly knew the place<br>Gee it's good to be back home<br>Leave it 'til tomorrow to unpack my case<br>Honey disconnect the phone<br><br>I'm back in the U.S.S.R.<br>You don't know how lucky you are boy<br>Back in the U.S.<br>Back in the U.S.<br>Back in the U.S.S.R.<br><br>Well the Ukraine girls really knock me out<br>They leave the West behind<br>And Moscow girls make me sing and shout<br>That Georgia's always on my my my my my my my my my mind<br><br>Aw come on!<br>Ho yeah!<br>Ho yeah!<br>Ho ho yeah!<br>Yeah yeah!<br><br>Yeah I'm back in the U.S.S.R.<br>You don't know how lucky you are boys<br>Back in the U.S.S.R.<br><br>Well the Ukraine girls really knock me out<br>They leave the West behind<br>And Moscow girls make me sing and shout<br>That Georgia's always on my my my my my my my my my mind<br><br>Oh, show me 'round your snow-peaked mountains way down south<br>Take me to your daddy's farm<br>Let me hear your balalaikas ringing out<br>Come and keep your comrade warm<br><br>I'm back in the U.S.S.R.<br>Hey you don't know how lucky you are boys<br>Back in the U.S.S.R.<br><br>Oh let me tell you, honey<br>Hey, I'm back!<br>I'm back in the U.S.S.R.<br>Yes, I'm free!<br>Yeah, back in the U.S.S.R.<br><br>Ha ha",
Dear Prudence,The Beatles,1968,75.0,236434,John,Paul・George,https://beatlesdata.info/10/02_dearprudence.html,W07jtQu4t7E,,J-160E・カジノ・ストラト・4001・ピアノ,,,xyGnOSVlVnY,8KIwMGP_FRw,https://www.songsterr.com/a/wsa/beatles-dear-prudence-bass-tab-s2469,5NQYyej46WQkgCbnzGD21W,"Dear Prudence, won't you come out to play?<br>Dear Prudence, greet the brand new day<br>The sun is up, the sky is blue<br>It's beautiful and so are you<br>Dear Prudence, won't you come out to play?<br><br>Dear Prudence, open up your eyes<br>Dear Prudence, see the sunny skies<br>The wind is low, the birds will sing<br>That you are part of everything<br>Dear Prudence, won't you open up your eyes?<br><br>Look around round<br>Look around round round<br>Look around<br><br>Dear Prudence, let me see you smile<br>Dear Prudence, like a little child<br>The clouds will be a daisy chain<br>So let me see you smile again<br>Dear Prudence, won't you let me see you smile?<br><br>Dear Prudence, won't you come out to play?<br>Dear Prudence, greet the brand new day<br>The sun is up, the sky is blue<br>It's beautiful and so are you<br>Dear Prudence, won't you come out to play?",
Glass Onion,The Beatles,1968,121.0,138031,John,Paul・George,https://beatlesdata.info/10/03_glassonion.html,aBQIAWh3YBs,,J-160E・ストラト・4001・ピアノ・ストリングス,,,ntyl7J4L1mM,,https://www.songsterr.com/a/wsa/beatles-glass-onion-bass-tab-s61426,2jAojvUaPoHPFSPpF0UNRo,"I told you about strawberry fields<br>You know the place where nothing is real<br>Well here's another place you can go<br>Where everything flows<br>Looking through the bent backed tulips<br>To see how the other half live<br>Looking through a glass onion<br><br>I told you about the walrus and me, man<br>You know that we're as close as can be, man<br>Well here's another clue for you all<br>The walrus was Paul<br>Standing on the cast iron shore, yeah<br>Lady Madonna trying to make ends meet, yeah<br>Looking through a glass onion<br><br>Oh yeah<br>Oh yeah<br>Oh yeah<br>Looking through a glass onion<br><br>I told you about the fool on the hill<br>I tell you man he living there still<br>Well here's another place you can be<br>Listen to me<br>Fixing a hole in the ocean<br>Trying to make a dove-tail joint, yeah<br>Looking through a glass onion",
"Ob-La-Di, Ob-La-Da",The Beatles,1968,113.0,188891,Paul,John・George,https://beatlesdata.info/10/04_obladioblada.html,0Tzea2Ot6AU,GaQFj1LxO08,J-200・4001・ピアノ・サックス,,,78OQgfw2hlc,,https://www.songsterr.com/a/wsa/beatles-ob-la-di-ob-la-da-bass-tab-s2940,1gFNm7cXfG1vSMcxPpSxec,"Desmond has a barrow in the market place<br>Molly is the singer in a band<br>Desmond says to Molly, ""Girl, I like your face""<br>And Molly says this as she takes him by the hand<br><br>Ob-la-di ob-la-da life goes on bra<br>La-la how their life goes on<br>Ob-la-di ob-la-da life goes on bra<br>La-la how their life goes on<br><br>Desmond takes a trolley to the jeweler's stores<br>Buys a twenty carat golden ring (Golden ring?)<br>Takes it back to Molly waiting at the door<br>And as he gives it to her she begins to sing (Sing)<br><br>Ob-la-di ob-la-da life goes on bra<br>La-la how their life goes on<br>Ob-la-di ob-la-da life goes on bra<br>La-la how their life goes on, yeah (No)<br><br>In a couple of years they have built<br>A home sweet home<br>With a couple of kids running in the yard<br>Of Desmond and Molly Jones<br>(Ah ha ha ha ha ha)<br><br>Happy ever after in the market place<br>Desmond lets the children lend a hand (Arm! Leg!)<br>Molly stays at home and does her pretty face<br>And in the evening she still sings it with the band<br><br>Yes, ob-la-di ob-la-da life goes on bra<br>La-la how their life goes on (Ha ha ha)<br>Hey, ob-la-di ob-la-da life goes on bra<br>La-la how their life goes on<br><br>In a couple of years they have built<br>A home sweet home<br>With a couple of kids running in the yard<br>Of Desmond and Molly Jones<br>(Ha ha ha ha ha ha ha ha ha ha)<br><br>Yeah, happy ever after in the market place<br>Molly lets the children lend a hand (Foot!)<br>Desmond stays at home and does his pretty face<br>And in the evening she's a singer with the band<br><br>Yeah, ob-la-di ob-la-da life goes on bra<br>La-la how their life goes on<br>Yeah, ob-la-di ob-la-da life goes on bra<br>La-la how their life goes on<br><br>And if you want some fun<br>Take ob-la-di ob-la-da<br><br>(Thank you, uh, ha ha ha!)",
Wild Honey Pie,The Beatles,1968,89.0,52976,Paul,,https://beatlesdata.info/10/05_wildhoneypie.html,iUndtEiqZc4,,D-28,,,,,,6j67aNAPeQ31uw4qw4rpLa,"Honey Pie<br>Honey Pie<br><br>Honey Pie<br>Honey Pie<br><br>Honey Pie<br>Honey Pie<br>Honey Pie<br>Honey Pie<br><br>I love you, Honey Pie",
The Continuing Story Of Bungalow Bill,The Beatles,1968,115.0,194142,John,全員,https://beatlesdata.info/10/06_thecontinuingstoryofbungalowbill.html,5yAOb477ano,,J-160E・J-160E・4001・メロトロン,,,,,https://www.songsterr.com/a/wsa/beatles-the-continuing-story-of-bungalow-bill-bass-tab-s2672,5Z3Rd1fMcaty8g5Pn7yhBQ,"Hey, Bungalow Bill<br>What did you kill, Bungalow Bill?<br>Hey, Bungalow Bill<br>What did you kill, Bungalow Bill?<br><br>He went out tiger hunting with his elephant and gun<br>In case of accidents he always took his mum<br>He\'s the all American bullet-headed Saxon mother\'s son<br>All the children sing<br><br>Hey, Bungalow Bill<br>What did you kill, Bungalow Bill?<br>Hey, Bungalow Bill<br>What did you kill, Bungalow Bill?<br><br>Deep in the jungle where the mighty tiger lies<br>Bill and his elephants were taken by surprise<br>So Captain Marvel zapped him right between the eyes, zap!<br>All the children sing<br><br>Hey, Bungalow Bill<br>What did you kill, Bungalow Bill?<br>Hey, Bungalow Bill<br>What did you kill, Bungalow Bill?<br><br>The children asked him if to kill was not a sin<br>""Not when he looked so fierce"", his mummy butted in<br>If looks could kill it would have been us instead of him<br>All the children sing<br><br>Hey, Bungalow Bill<br>What did you kill, Bungalow Bill?<br>Hey, Bungalow Bill<br>What did you kill, Bungalow Bill?<br><br>Oh ho!<br><br>Hey, Bungalow Bill<br>What did you kill, Bungalow Bill?<br>Hey, Bungalow Bill<br>What did you kill, Bungalow Bill?<br><br>Hey, Bungalow Bill<br>What did you kill, Bungalow Bill?<br>Hey, Bungalow Bill<br>What did you kill, Bungalow Bill?<br><br>Hey, Bungalow Bill<br>What did you kill, Bungalow Bill?<br>Hey, Bungalow Bill<br>What did you kill, Bungalow Bill?<br><br>Ey op!",
While My Guitar Gently Weeps,The Beatles,1968,123.0,285361,George,Paul,https://beatlesdata.info/10/07_whilemyguitargentlyweeps.html,YFDg-pgE0Hk,Cb0nnLFNkf0,カジノ・J-200・レスポール・4001・オルガン,hQFR0UzEbMg,,oQ4D0nuWaJs,4CnzteERSG4,https://www.songsterr.com/a/wsa/beatles-while-my-guitar-gently-weeps-bass-tab-s373,389QX9Q1eUOEZ19vtzzI9O,"I look at you all, see the love there that's sleeping<br>While my guitar gently weeps<br>I look at the floor and I see it needs sweeping<br>Still my guitar gently weeps<br><br>I don't know why nobody told you<br>How to unfold your love<br>I don't know how someone controlled you<br>They bought and sold you<br><br>I look at the world and I notice it's turning<br>While my guitar gently weeps<br>With every mistake we must surely be learning<br>Still my guitar gently weeps<br><br>Well...<br><br>I don't know how you were diverted<br>You were perverted too<br>I don't know how you were inverted<br>No one alerted you<br><br>I look at you all, see the love there that's sleeping<br>[LOVE version:] I look from the wings at the play you are staging.<br>While my guitar gently weeps<br>Look at you all<br>[LOVE version:] As I'm sitting here doing nothing but aging<br>Still my guitar gently weeps<br><br>Oh, oh<br>Oh, oh, oh, oh, oh, oh, oh<br>Oh, oh, oh, oh<br><br>Yeah, yeah, yeah, yeah, yeah<br>Yeah, yeah, yeah, yeah, oh, ooh",
Happiness Is A Warm Gun,The Beatles,1968,140.0,163526,John,Paul・George,https://beatlesdata.info/10/08_happinessisawarmgun.html,nIR6AAjEg5U,,カジノ・レスポール・4001・ピアノ,,,7jvlvmLgxuM,,https://www.songsterr.com/a/wsa/beatles-happiness-is-a-warm-gun-bass-tab-s22777,71LsKf3xISiOlY1mj7FFPP,"She's not a girl who misses much<br>Do do do do do do do do, oh yeah<br>She's well acquainted with the touch of the velvet hand<br>Like a lizard on a window pane<br>The man in the crowd with the multicoloured mirrors<br>On his hobnail boots<br>Lying with his eyes while his hands are busy<br>Working overtime<br>A soap impression of his wife which he ate<br>And donated to the National Trust<br><br>Down<br>I need a fix 'cause I'm going down<br>Down to the bits that I left uptown<br>I need a fix 'cause I'm going down<br><br>Mother Superior jump the gun<br>Mother Superior jump the gun<br>Mother Superior jump the gun<br>Mother Superior jump the gun<br>Mother Superior jump the gun<br>Mother Superior jump the gun<br><br>Happiness is a warm gun (Happiness bang, bang, shoot, shoot)<br>Happiness is a warm gun, mama (Happiness bang, bang, shoot, shoot)<br>When I hold you in my arms (Oo-oo oh yeah)<br>And I feel my finger on your trigger (Oo-oo oh yeah)<br>I know nobody can do me no harm (Oo-oo oh yeah)<br><br>Because happiness is a warm gun, mama (Happiness bang, bang, shoot, shoot)<br>Happiness is a warm gun, yes it is (Happiness bang, bang, shoot, shoot)<br>Happiness is a warm, yes it is, gun (Happiness bang, bang, shoot, shoot)<br>Well, don't you know that happiness is a warm gun, mama? (Happiness is a warm gun, yeah)",
Martha My Dear,The Beatles,1968,88.0,148793,Paul,,https://beatlesdata.info/10/09_marthamydear.html,SQaqoNZ_35o,,カジノ・4001・ピアノ・ストリングス・ブラス,,,o-GIM3mVp1Q,,https://www.songsterr.com/a/wsa/beatles-martha-my-dear-bass-tab-s2549,1swmf4hFMJYRNA8Rq9PVaW,Martha my dear though I spend my days in conversation<br>Please<br>Remember me Martha my love<br>Don't forget me Martha my dear<br><br>Hold your head up you silly girl look what you've done<br>When you find yourself in the thick of it<br>Help yourself to a bit of what is all around you<br>Silly girl<br><br>Take a good look around you<br>Take a good look you're bound to see<br>That you and me were meant to be for each other<br>Silly girl<br><br>Hold your hand out you silly girl see what you've done<br>When you find yourself in the thick of it<br>Help yourself to a bit of what is all around you<br>Silly girl<br><br>Martha my dear you have always been my inspiration<br>Please<br>Be good to me Martha my love<br>Don't forget me Martha my dear,
I'm So Tired,The Beatles,1968,72.0,123376,John,Paul,https://beatlesdata.info/10/10_imsotired.html,bJ_OMbWJ46g,N25KXRQZ0sw,J-160E・ストラト・レスポール・4001・エレピ,,,,,https://www.songsterr.com/a/wsa/beatles-im-so-tired-bass-tab-s61432,2X9H5BokS1u5O46YpNYNsZ,"I'm so tired, I haven't slept a wink<br>I'm so tired, my mind is on the blink<br>I wonder should I get up and fix myself a drink<br>No, no, no<br><br>I'm so tired I don't know what to do<br>I'm so tired my mind is set on you<br>I wonder should I call you but I know what you would do<br><br>You'd say I'm putting you on<br>But it's no joke, it's doing me harm<br>You know I can't sleep, I can't stop my brain<br>You know it's three weeks, I'm going insane<br>You know I'd give you everything I've got<br>For a little peace of mind<br><br>I'm so tired, I'm feeling so upset<br>Although I'm so tired I'll have another cigarette<br>And curse Sir Walter Raleigh<br>He was such a stupid git<br><br>You'd say I'm putting you on<br>But it's no joke, it's doing me harm<br>You know I can't sleep, I can't stop my brain<br>You know it's three weeks, I'm going insane<br>You know I'd give you everything I've got<br>For a little peace of mind<br>I'd give you everything I've got<br>For a little peace of mind<br>I'd give you everything I've got<br>For a little peace of mind<br><br>(Monsieur, Monsieur, Monsieur, how about another one?)",
Blackbird,The Beatles,1968,94.0,138344,Paul,,https://beatlesdata.info/10/11_blackbird.html,olAPV-M6kDo,,D-28,IUZmkWEZBv8,,,RDxfjUEBT9I,,5jgFfDIR6FR0gvlA56Nakr,"Blackbird singing in the dead of night<br>Take these broken wings and learn to fly<br>All your life<br>You were only waiting for this moment to arise<br><br>Blackbird singing in the dead of night<br>Take these sunken eyes and learn to see<br>All your life<br>You were only waiting for this moment to be free<br><br>Blackbird fly, blackbird fly<br>Into the light of the dark black night<br><br>Blackbird fly, blackbird fly<br>Into the light of the dark black night<br><br>Blackbird singing in the dead of night<br>Take these broken wings and learn to fly<br>All your life<br>You were only waiting for this moment to arise<br>You were only waiting for this moment to arise<br>You were only waiting for this moment to arise",
